dataset,filename,label,label_name,subgroup,contamination,orig_filename,decode_path,score_v1_2_4,score_v1_2_5,score_v1_2_6,score_xgb_v1_2_6
mlaad,real/E_0000719769.flac,0,real,bonafide (ASVspoof5),clean,,native,0.349414,0.78575,0.937127,0.999621
mlaad,real/E_0000724139.flac,0,real,bonafide (ASVspoof5),clean,,native,0.396009,0.897268,0.933645,0.999242
mlaad,real/E_0000743772.flac,0,real,bonafide (ASVspoof5),clean,,native,0.484882,0.641894,0.608752,0.60155
mlaad,real/E_0000744570.flac,0,real,bonafide (ASVspoof5),clean,,native,0.542855,0.704403,0.777459,0.866102
mlaad,real/E_0000755039.flac,0,real,bonafide (ASVspoof5),clean,,native,0.219165,0.321907,0.242332,0.398649
mlaad,real/E_0000760945.flac,0,real,bonafide (ASVspoof5),clean,,native,0.205368,0.47957,0.680765,0.973495
mlaad,real/E_0000775283.flac,0,real,bonafide (ASVspoof5),clean,,native,0.190627,0.908281,0.994289,0.999938
mlaad,real/E_0000777245.flac,0,real,bonafide (ASVspoof5),clean,,native,0.159623,0.15275,0.088106,0.134963
mlaad,real/E_0000786412.flac,0,real,bonafide (ASVspoof5),clean,,native,0.77213,0.924402,0.966259,0.999884
mlaad,real/E_0000798037.flac,0,real,bonafide (ASVspoof5),clean,,native,0.689255,0.948784,0.977894,0.99927
mlaad,real/E_0000805397.flac,0,real,bonafide (ASVspoof5),clean,,native,0.303913,0.275288,0.271107,0.005658
mlaad,real/E_0000818148.flac,0,real,bonafide (ASVspoof5),clean,,native,0.306331,0.700357,0.833949,0.99868
mlaad,real/E_0000833269.flac,0,real,bonafide (ASVspoof5),clean,,native,0.335903,0.383637,0.113684,0.001788
mlaad,real/E_0000843070.flac,0,real,bonafide (ASVspoof5),clean,,native,0.223008,0.810788,0.935275,0.999964
mlaad,real/E_0000854001.flac,0,real,bonafide (ASVspoof5),clean,,native,0.86661,0.9758,0.995432,0.998436
mlaad,real/E_0000863881.flac,0,real,bonafide (ASVspoof5),clean,,native,0.221495,0.453862,0.536671,0.992621
mlaad,real/E_0000878321.flac,0,real,bonafide (ASVspoof5),clean,,native,0.238279,0.600974,0.536162,0.992736
mlaad,real/E_0000888608.flac,0,real,bonafide (ASVspoof5),clean,,native,0.247652,0.41532,0.446156,0.728962
mlaad,real/E_0000892258.flac,0,real,bonafide (ASVspoof5),clean,,native,0.246135,0.705076,0.80902,0.999769
mlaad,real/E_0000907631.flac,0,real,bonafide (ASVspoof5),clean,,native,0.390862,0.259272,0.104499,0.863421
mlaad,real/E_0000911700.flac,0,real,bonafide (ASVspoof5),clean,,native,0.242385,0.70892,0.955168,0.999559
mlaad,real/E_0000919461.flac,0,real,bonafide (ASVspoof5),clean,,native,0.591166,0.74196,0.839432,0.814111
mlaad,real/E_0000932424.flac,0,real,bonafide (ASVspoof5),clean,,native,0.176057,0.647919,0.921127,0.999908
mlaad,real/E_0000937511.flac,0,real,bonafide (ASVspoof5),clean,,native,0.518193,0.88681,0.979365,0.999967
mlaad,real/E_0000942062.flac,0,real,bonafide (ASVspoof5),clean,,native,0.358082,0.392823,0.29151,0.014032
mlaad,real/E_0000945935.flac,0,real,bonafide (ASVspoof5),clean,,native,0.247856,0.692441,0.929671,0.999974
mlaad,real/E_0000997926.flac,0,real,bonafide (ASVspoof5),clean,,native,0.688846,0.773064,0.675999,0.970617
mlaad,real/E_0000999248.flac,0,real,bonafide (ASVspoof5),clean,,native,0.587104,0.727166,0.732492,0.184444
mlaad,real/E_0001005631.flac,0,real,bonafide (ASVspoof5),clean,,native,0.386108,0.808002,0.786352,0.995201
mlaad,real/E_0001008919.flac,0,real,bonafide (ASVspoof5),clean,,native,0.277488,0.884791,0.801436,0.993131
mlaad,fake/mlaad_000_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/the_sea_fairies_07_f000167.wav,native,0.185169,0.940722,0.999473,0.999976
mlaad,fake/mlaad_001_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/piratesofersatz_01_leinster_64kb_f000132.wav,native,0.118925,0.128248,0.104188,0.373053
mlaad,fake/mlaad_002_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/wives_and_daughters_29_f000094.wav,native,0.102434,0.559307,0.838943,0.999476
mlaad,fake/mlaad_003_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/wives_and_daughters_36_f000117.wav,native,0.122939,0.75867,0.959842,0.999981
mlaad,fake/mlaad_004_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/emerald_city_of_oz_07_f000059.wav,native,0.292071,0.931132,0.985017,0.999968
mlaad,fake/mlaad_005_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/pink_fairy_book_32_f000109.wav,native,0.111982,0.266454,0.432391,0.966006
mlaad,fake/mlaad_006_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/hunters_space_14_f000022.wav,native,0.149581,0.912376,0.991187,0.999993
mlaad,fake/mlaad_007_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/the_master_key_10_f000085.wav,native,0.2349,0.873109,0.997609,0.999907
mlaad,fake/mlaad_008_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/northandsouth_29_f000002.wav,native,0.15268,0.924053,0.998947,0.999998
mlaad,fake/mlaad_009_ElevenLabs-v3.wav,1,fake,ElevenLabs-v3,held_out,fake/en/ElevenLabs-v3/piratesofersatz_06_leinster_64kb_f000064.wav,native,0.179412,0.167126,0.128588,0.248433
mlaad,fake/mlaad_010_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/poisoned_pen_10_f000166.wav,native,0.200069,0.593692,0.718294,0.999699
mlaad,fake/mlaad_011_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/wives_and_daughters_60_f000330.wav,native,0.187653,0.46187,0.542653,0.912137
mlaad,fake/mlaad_012_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/pink_fairy_book_12_f000220.wav,native,0.269926,0.851385,0.933191,0.999989
mlaad,fake/mlaad_013_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/silent_bullet_12_f000119.wav,native,0.204419,0.46746,0.410893,0.804063
mlaad,fake/mlaad_014_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/silent_bullet_12_f000202.wav,native,0.168675,0.365601,0.512618,0.00774
mlaad,fake/mlaad_015_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/hunters_space_15_f000019.wav,native,0.199577,0.863863,0.974113,0.999999
mlaad,fake/mlaad_016_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/rinkitink_baum_06_64kb_f000056.wav,native,0.288011,0.401411,0.501794,0.252835
mlaad,fake/mlaad_017_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/emerald_city_of_oz_22_f000042.wav,native,0.396112,0.324503,0.375678,0.014585
mlaad,fake/mlaad_018_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/jane_eyre_29_f000083.wav,native,0.095987,0.707607,0.848156,0.998695
mlaad,fake/mlaad_019_OpenAI_TTS-1_HD.wav,1,fake,OpenAI_TTS-1_HD,held_out,fake/en/OpenAI TTS-1 HD/northandsouth_08_f000137.wav,native,0.21335,0.391674,0.54218,0.982439
mlaad,fake/mlaad_020_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/northandsouth_35_f000034.wav,native,0.138931,0.395869,0.308871,0.990488
mlaad,fake/mlaad_021_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/poisoned_pen_01_f000049.wav,native,0.323527,0.469379,0.611165,0.972707
mlaad,fake/mlaad_022_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/midnight_passenger_02_f000200.wav,native,0.311044,0.736521,0.624285,0.999423
mlaad,fake/mlaad_023_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/wives_and_daughters_30_f000063.wav,native,0.470803,0.645801,0.435028,0.086256
mlaad,fake/mlaad_024_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/emerald_city_of_oz_06_f000020.wav,native,0.223113,0.644938,0.710559,0.999872
mlaad,fake/mlaad_025_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/wives_and_daughters_16_f000184.wav,native,0.64507,0.859431,0.818318,0.992871
mlaad,fake/mlaad_026_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/the_master_key_10_f000144.wav,native,0.408557,0.545173,0.52008,0.135227
mlaad,fake/mlaad_027_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/silent_bullet_10_f000128.wav,native,0.749861,0.891306,0.898968,0.857383
mlaad,fake/mlaad_028_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/silent_bullet_08_f000101.wav,native,0.295716,0.902578,0.971393,0.999987
mlaad,fake/mlaad_029_suno_bark.wav,1,fake,suno_bark,seen_in_training,fake/en/suno_bark/wives_and_daughters_44_f000039.wav,native,0.303872,0.410793,0.343749,0.01555
mlaad,fake/mlaad_030_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/wives_and_daughters_18_f000057.wav,native,0.109537,0.544443,0.905865,0.999787
mlaad,fake/mlaad_031_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/rinkitink_baum_04_64kb_f000021.wav,native,0.144741,0.222222,0.325948,0.926076
mlaad,fake/mlaad_032_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/jane_eyre_24_f000121.wav,native,0.190597,0.809527,0.99314,0.999999
mlaad,fake/mlaad_033_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/jane_eyre_13_f000187.wav,native,0.286974,0.477611,0.523364,0.988169
mlaad,fake/mlaad_034_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/jane_eyre_27_f000220.wav,native,0.269057,0.915031,0.985554,0.999999
mlaad,fake/mlaad_035_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/jane_eyre_34_f000238.wav,native,0.158577,0.78824,0.957581,0.999947
mlaad,fake/mlaad_036_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/wives_and_daughters_06_f000206.wav,native,0.332888,0.734968,0.994272,0.999536
mlaad,fake/mlaad_037_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/wives_and_daughters_18_f000114.wav,native,0.325974,0.479622,0.333921,0.138861
mlaad,fake/mlaad_038_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/wives_and_daughters_22_f000148.wav,native,0.404341,0.562379,0.693686,0.87942
mlaad,fake/mlaad_039_tts_models_multilingual_multi-dataset_xtts_v2.wav,1,fake,tts_models_multilingual_multi-dataset_xtts_v2,seen_in_training,fake/en/tts_models_multilingual_multi-dataset_xtts_v2/piratesofersatz_05_leinster_64kb_f000088.wav,native,0.365988,0.604948,0.398356,0.939793
mlaad,fake/mlaad_040_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/silent_bullet_11_f000056.wav,native,0.143216,0.848684,0.981464,0.99982
mlaad,fake/mlaad_041_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/wives_and_daughters_22_f000170.wav,native,0.122415,0.749352,0.988246,0.999994
mlaad,fake/mlaad_042_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/wives_and_daughters_35_f000276.wav,native,0.104979,0.377301,0.841956,0.989381
mlaad,fake/mlaad_043_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/the_sea_fairies_13_f000079.wav,native,0.173842,0.921642,0.998896,0.999917
mlaad,fake/mlaad_044_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/skyisland_14_baum_64kb_f000052.wav,native,0.269474,0.482618,0.712534,0.808608
mlaad,fake/mlaad_045_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/northandsouth_01_f000037.wav,native,0.12816,0.13061,0.158112,0.008442
mlaad,fake/mlaad_046_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/jane_eyre_15_f000141.wav,native,0.14836,0.544952,0.825369,0.999995
mlaad,fake/mlaad_047_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/hunters_space_07_f000015.wav,native,0.103731,0.454629,0.75864,0.99978
mlaad,fake/mlaad_048_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/wives_and_daughters_48_f000041.wav,native,0.253319,0.756041,0.823341,0.999875
mlaad,fake/mlaad_049_kokoro.wav,1,fake,kokoro,held_out,fake/en/kokoro/wives_and_daughters_17_f000058.wav,native,0.178044,0.438922,0.607651,0.999612
mlaad,fake/mlaad_050_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/ozma_of_oz_10_f000096.wav,native,0.598775,0.884867,0.945252,0.998957
mlaad,fake/mlaad_051_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/dorothy_and_wizard_oz_17_f000054.wav,native,0.315846,0.967732,0.999549,0.999958
mlaad,fake/mlaad_052_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/jane_eyre_10_f000178.wav,native,0.414387,0.958138,0.994556,0.999995
mlaad,fake/mlaad_053_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/rinkitink_baum_06_64kb_f000120.wav,native,0.305188,0.92398,0.998702,0.999972
mlaad,fake/mlaad_054_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/the_master_key_20_f000130.wav,native,0.278762,0.969325,0.999782,0.99999
mlaad,fake/mlaad_055_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/skyisland_30_baum_64kb_f000033.wav,native,0.222863,0.897576,0.988149,0.999997
mlaad,fake/mlaad_056_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/jane_eyre_34_f000050.wav,native,0.32278,0.932143,0.994516,0.999999
mlaad,fake/mlaad_057_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/silent_bullet_05_f000148.wav,native,0.285619,0.289184,0.396577,0.354089
mlaad,fake/mlaad_058_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/wives_and_daughters_59_f000168.wav,native,0.23689,0.765353,0.890272,0.999994
mlaad,fake/mlaad_059_f5-tts.wav,1,fake,f5-tts,held_out,fake/en/f5-tts/jane_eyre_14_f000058.wav,native,0.224653,0.899725,0.989789,0.999997
mlaad,fake/mlaad_060_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/jane_eyre_34_f000235.wav,native,0.658271,0.912795,0.985067,0.999068
mlaad,fake/mlaad_061_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/jane_eyre_09_f000138.wav,native,0.500989,0.898279,0.903368,0.999719
mlaad,fake/mlaad_062_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/jane_eyre_01_f000038.wav,native,0.314979,0.863862,0.980866,0.999986
mlaad,fake/mlaad_063_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/skyisland_24_baum_64kb_f000072.wav,native,0.383977,0.642152,0.665661,0.923034
mlaad,fake/mlaad_064_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/silent_bullet_05_f000224.wav,native,0.554916,0.638613,0.736036,0.975065
mlaad,fake/mlaad_065_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/piratesofersatz_02_leinster_64kb_f000002.wav,native,0.623616,0.948809,0.99759,0.999965
mlaad,fake/mlaad_066_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/northandsouth_17_f000038.wav,native,0.408973,0.951751,0.979942,0.999874
mlaad,fake/mlaad_067_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/jane_eyre_27_f000298.wav,native,0.297416,0.842368,0.991145,0.999994
mlaad,fake/mlaad_068_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/silent_bullet_06_f000051.wav,native,0.481471,0.981041,0.991056,0.999939
mlaad,fake/mlaad_069_ChatTTS.wav,1,fake,ChatTTS,seen_in_training,fake/en/ChatTTS/piratesofersatz_03_leinster_64kb_f000002.wav,native,0.60935,0.97847,0.998821,0.999788
mlaad,fake/mlaad_070_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/jane_eyre_27_f000324.wav,native,0.183585,0.83523,0.956579,0.999956
mlaad,fake/mlaad_071_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/wives_and_daughters_43_f000077.wav,native,0.16795,0.343625,0.165351,0.0032
mlaad,fake/mlaad_072_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/wives_and_daughters_53_f000128.wav,native,0.175476,0.270581,0.136762,0.064565
mlaad,fake/mlaad_073_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/emerald_city_of_oz_15_f000062.wav,native,0.076642,0.23723,0.271171,0.687805
mlaad,fake/mlaad_074_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/emerald_city_of_oz_03_f000065.wav,native,0.201067,0.346286,0.197063,0.001482
mlaad,fake/mlaad_075_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/rinkitink_baum_13_64kb_f000032.wav,native,0.175446,0.820295,0.958122,0.99996
mlaad,fake/mlaad_076_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/dorothy_and_wizard_oz_12_f000085.wav,native,0.155796,0.749288,0.826943,0.998823
mlaad,fake/mlaad_077_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/poisoned_pen_04_f000074.wav,native,0.181399,0.773875,0.811109,0.99916
mlaad,fake/mlaad_078_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/northandsouth_28_f000086.wav,native,0.088021,0.726787,0.979696,0.99999
mlaad,fake/mlaad_079_Gemini-3.1-Flash-TTS.wav,1,fake,Gemini-3.1-Flash-TTS,held_out,fake/en/Gemini-3.1-Flash-TTS/skyisland_09_baum_64kb_f000069.wav,native,0.173654,0.388732,0.538473,0.328131
mlaad,fake/mlaad_080_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/jane_eyre_19_f000119.wav,native,0.685392,0.922413,0.947506,0.989272
mlaad,fake/mlaad_081_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/jane_eyre_29_f000106.wav,native,0.589474,0.714546,0.396112,0.085588
mlaad,fake/mlaad_082_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/poisoned_pen_10_f000335.wav,native,0.205287,0.573438,0.678488,0.798916
mlaad,fake/mlaad_083_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/piratesofersatz_10_leinster_64kb_f000175.wav,native,0.460505,0.473884,0.691231,0.460006
mlaad,fake/mlaad_084_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/ozma_of_oz_07_f000077.wav,native,0.293393,0.802421,0.939471,0.999941
mlaad,fake/mlaad_085_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/jane_eyre_32_f000126.wav,native,0.260874,0.485473,0.669409,0.99405
mlaad,fake/mlaad_086_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/wives_and_daughters_13_f000098.wav,native,0.251274,0.706143,0.799825,0.999964
mlaad,fake/mlaad_087_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/dorothy_and_wizard_oz_08_f000064.wav,native,0.660199,0.976307,0.998381,0.999998
mlaad,fake/mlaad_088_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/midnight_passenger_04_f000075.wav,native,0.312393,0.657124,0.685863,0.979033
mlaad,fake/mlaad_089_sesame_csm.wav,1,fake,sesame_csm,held_out,fake/en/sesame_csm/wives_and_daughters_05_f000098.wav,native,0.233435,0.518108,0.538522,0.786406
mlaad,fake/mlaad_090_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/jane_eyre_12_f000206.wav,native,0.27939,0.571487,0.652736,0.999938
mlaad,fake/mlaad_091_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/jane_eyre_21_f000408.wav,native,0.570402,0.98263,0.997104,0.999966
mlaad,fake/mlaad_092_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/wives_and_daughters_08_f000246.wav,native,0.206215,0.795465,0.969267,1.0
mlaad,fake/mlaad_093_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/jane_eyre_14_f000020.wav,native,0.46487,0.919665,0.949869,0.992199
mlaad,fake/mlaad_094_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/northandsouth_42_f000007.wav,native,0.407242,0.980144,0.999623,0.999981
mlaad,fake/mlaad_095_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/pink_fairy_book_16_f000019.wav,native,0.125087,0.710129,0.965094,0.999999
mlaad,fake/mlaad_096_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/rinkitink_baum_05_64kb_f000058.wav,native,0.646875,0.749725,0.925687,0.742898
mlaad,fake/mlaad_097_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/the_sea_fairies_15_f000137.wav,native,0.22251,0.910067,0.997564,0.999996
mlaad,fake/mlaad_098_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/the_master_key_12_f000014.wav,native,0.294403,0.282939,0.368579,0.200167
mlaad,fake/mlaad_099_MeloTTS.wav,1,fake,MeloTTS,seen_in_training,fake/en/MeloTTS/the_master_key_03_f000022.wav,native,0.177454,0.578523,0.638702,0.999977
in_the_wild,real/real_000.wav,0,real,Bernie Sanders,,26006.wav,native,0.37497,0.902102,0.999739,0.99956
in_the_wild,real/real_001.wav,0,real,Richard Nixon,,28234.wav,native,0.345016,0.873346,0.929973,0.999934
in_the_wild,real/real_002.wav,0,real,Ayn Rand,,6707.wav,native,0.595249,0.900057,0.999916,0.999507
in_the_wild,real/real_003.wav,0,real,Barack Obama,,10962.wav,native,0.255532,0.808702,0.677757,0.999263
in_the_wild,real/real_004.wav,0,real,Nick Offerman,,30572.wav,native,0.276122,0.487734,0.909792,0.99978
in_the_wild,real/real_005.wav,0,real,Bill Clinton,,4769.wav,native,0.378751,0.95521,0.996615,0.999767
in_the_wild,real/real_006.wav,0,real,Bill Clinton,,21912.wav,native,0.271864,0.901177,0.984775,0.999993
in_the_wild,real/real_007.wav,0,real,Donald Trump,,10334.wav,native,0.280064,0.423196,0.335229,0.004425
in_the_wild,real/real_008.wav,0,real,Barack Obama,,12479.wav,native,0.184865,0.826436,0.953795,0.999919
in_the_wild,real/real_009.wav,0,real,Barack Obama,,20905.wav,native,0.268252,0.318178,0.18582,0.000582
in_the_wild,real/real_010.wav,0,real,Donald Trump,,10311.wav,native,0.31375,0.951679,0.999797,0.999868
in_the_wild,real/real_011.wav,0,real,Barack Obama,,9455.wav,native,0.211614,0.90205,0.996243,0.999691
in_the_wild,real/real_012.wav,0,real,Donald Trump,,24146.wav,native,0.211334,0.865623,0.99952,0.999687
in_the_wild,real/real_013.wav,0,real,Louis Farrakhan,,1542.wav,native,0.358849,0.731577,0.733956,0.922153
in_the_wild,real/real_014.wav,0,real,Christopher Hitchens,,26162.wav,native,0.3869,0.930315,0.965398,0.999927
in_the_wild,real/real_015.wav,0,real,Calvin Coolidge,,12029.wav,native,0.589752,0.973903,0.997064,0.999928
in_the_wild,real/real_016.wav,0,real,Barack Obama,,31368.wav,native,0.186869,0.911843,0.997156,0.99999
in_the_wild,real/real_017.wav,0,real,Richard Nixon,,6314.wav,native,0.259422,0.789718,0.891831,0.999981
in_the_wild,real/real_018.wav,0,real,Alec Guinness,,7243.wav,native,0.387969,0.975058,0.999558,0.999621
in_the_wild,real/real_019.wav,0,real,Ronald Reagan,,30999.wav,native,0.250032,0.953121,0.992094,0.999996
in_the_wild,real/real_020.wav,0,real,Ronald Reagan,,17450.wav,native,0.304828,0.892327,0.962392,0.999928
in_the_wild,real/real_021.wav,0,real,Ayn Rand,,7272.wav,native,0.579882,0.959927,0.986713,0.999997
in_the_wild,real/real_022.wav,0,real,Bill Clinton,,26546.wav,native,0.453352,0.827488,0.757837,0.999493
in_the_wild,real/real_023.wav,0,real,Bernie Sanders,,12623.wav,native,0.290049,0.965215,0.997944,0.999997
in_the_wild,real/real_024.wav,0,real,Mark Zuckerberg,,4359.wav,native,0.29364,0.948713,0.984836,0.999984
in_the_wild,real/real_025.wav,0,real,Milton Friedman,,6149.wav,native,0.278475,0.965078,0.99636,0.999991
in_the_wild,real/real_026.wav,0,real,Barack Obama,,4820.wav,native,0.189022,0.874923,0.999472,0.999726
in_the_wild,real/real_027.wav,0,real,Louis Farrakhan,,7232.wav,native,0.561209,0.719352,0.521531,0.594437
in_the_wild,real/real_028.wav,0,real,Ronald Reagan,,24361.wav,native,0.341287,0.905341,0.981119,0.999891
